in:WWR,in:g,in:Uwin,in:Uwal,in:IntShd,in:ExtShd,in:DaylightCtrl,out:TEDI,out:HDI,out:CDI,out:DF%,out:SGI,img
0.4,0.2,1.2,1.6,IntBlind,ExtStr+Lvr,Off,6.812942,1.572641,8.960915,10.504549,2.914723,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin1.2_Uwal1.6_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.2,1.6,1.6,None,ExtStr+Lvr,Off,6.817597,1.968751,8.291526,15.880893,5.386679,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.2_Uwin1.6_Uwal1.6_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.3,0.8,0.26,None,ExtStr+Lvr,Off,6.818055,0.666316,10.519473,15.880893,10.048571,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.3_Uwin0.8_Uwal0.26_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.3,1.2,0.15,None,None,On,6.818321,0.39116,10.990445,16.335815,24.060081,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.3_Uwin1.2_Uwal0.15_IntShdNone_ExtShdNone_DaylightCtrlOn_GH.png
0.6,0.3,1.6,1.6,None,ExtStr,On,6.818408,1.770952,8.631149,18.444996,22.341924,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.3_Uwin1.6_Uwal1.6_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.6,0.2,0.8,1.6,IntBlind,ExtStr+Lvr,Off,6.821983,1.161269,9.679821,13.337469,4.160066,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.2_Uwin0.8_Uwal1.6_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.3,1.2,0.26,IntBlind,ExtStr,On,6.822341,0.526338,10.766167,12.903226,12.468501,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.3_Uwin1.2_Uwal0.26_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.8,0.1,1.6,1.6,IntBlind,ExtStr,Off,6.822469,1.953469,8.325989,23.304384,5.428442,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin1.6_Uwal1.6_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOff_GH.png
0.8,0.3,0.8,0.15,IntBlind,ExtStr+Lvr,Off,6.827529,0.621629,10.612089,15.674111,9.807467,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.3_Uwin0.8_Uwal0.15_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.6,0.1,1.6,1.6,None,ExtStr,Off,6.829284,1.884679,8.455275,18.6311,4.567986,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.1_Uwin1.6_Uwal1.6_IntShdNone_ExtShdExtStr_DaylightCtrlOff_GH.png
0.6,0.1,1.6,1.6,IntBlind,ExtStr,Off,6.836938,1.868421,8.496165,18.465674,4.079233,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.1_Uwin1.6_Uwal1.6_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOff_GH.png
0.8,0.3,1.2,0.15,None,ExtStr,On,6.839452,1.006388,9.97454,23.11828,28.067722,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.3_Uwin1.2_Uwal0.15_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.4,0.2,1.6,1.6,None,ExtStr+Lvr,Off,6.843817,1.794807,8.633809,10.277089,3.128717,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin1.6_Uwal1.6_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.4,0.8,0.9,IntBlind,ExtStr+Lvr,On,6.84421,0.822277,10.297504,15.736146,14.910989,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.4_Uwin0.8_Uwal0.9_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.1,1.6,1.6,None,ExtStr,Off,6.844735,1.791723,8.64065,12.903226,3.023593,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.1_Uwin1.6_Uwal1.6_IntShdNone_ExtShdExtStr_DaylightCtrlOff_GH.png
0.4,0.2,1.6,1.6,IntBlind,ExtStr+Lvr,Off,6.847271,1.778068,8.668338,10.153019,3.106086,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin1.6_Uwal1.6_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.1,1.6,1.6,IntBlind,ExtStr,Off,6.847277,1.777415,8.669464,13.006617,2.701008,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.1_Uwin1.6_Uwal1.6_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOff_GH.png
0.8,0.2,1.6,1.6,IntBlind,ExtStr+Lvr,Off,6.850928,1.95518,8.371728,15.880893,5.257432,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.2_Uwin1.6_Uwal1.6_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.95,0.3,1.2,0.15,None,ExtStr+Lvr,Off,6.851952,1.376724,9.362639,17.121588,11.424605,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin1.2_Uwal0.15_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.6,0.2,1.2,1.6,None,ExtStr+Lvr,Off,6.85359,1.549356,9.070241,13.130687,4.210572,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.2_Uwin1.2_Uwal1.6_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.1,0.8,0.15,None,None,Off,6.855024,0.628873,10.646719,27.584781,9.789127,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin0.8_Uwal0.15_IntShdNone_ExtShdNone_DaylightCtrlOff_GH.png
0.8,0.3,1.2,0.26,None,ExtStr,On,6.856982,1.041145,9.94508,23.180314,28.067722,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.3_Uwin1.2_Uwal0.26_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.95,0.3,1.2,0.26,None,ExtStr+Lvr,Off,6.861849,1.385084,9.365267,17.266336,11.424605,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin1.2_Uwal0.26_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.3,1.6,1.6,None,ExtStr,On,6.862084,1.81916,8.623399,23.34574,29.742708,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.3_Uwin1.6_Uwal1.6_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.8,0.3,0.8,0.26,IntBlind,ExtStr+Lvr,Off,6.863203,0.657499,10.611753,15.550041,9.807467,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.3_Uwin0.8_Uwal0.26_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.95,0.3,1.6,0.15,None,ExtStr+Lvr,Off,6.866859,1.921258,8.456978,17.369727,12.119963,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin1.6_Uwal0.15_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.6,0.2,1.2,1.6,IntBlind,ExtStr+Lvr,Off,6.867078,1.529493,9.127271,13.316791,4.160066,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.2_Uwin1.2_Uwal1.6_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.2,0.8,0.9,IntBlind,ExtStr,On,6.868736,0.818098,10.346591,23.200993,12.605512,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.2_Uwin0.8_Uwal0.9_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.6,0.4,1.2,0.9,IntBlind,ExtStr+Lvr,On,6.869054,1.183605,9.722118,13.068652,12.573297,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.4_Uwin1.2_Uwal0.9_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.8,0.1,0.8,0.15,IntBlind,None,Off,6.870945,0.621357,10.686795,27.667494,8.901557,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin0.8_Uwal0.15_IntShdIntBlind_ExtShdNone_DaylightCtrlOff_GH.png
0.8,0.2,1.2,0.9,IntBlind,ExtStr,On,6.872341,1.299045,9.530337,23.387097,12.605512,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.2_Uwin1.2_Uwal0.9_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.6,0.4,1.6,0.15,None,ExtStr+Lvr,Off,6.873972,1.114701,9.848354,13.358147,13.270133,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.4_Uwin1.6_Uwal0.15_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.6,0.4,1.6,0.15,IntBlind,ExtStr+Lvr,Off,6.881091,1.098229,9.888694,13.316791,13.110958,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.4_Uwin1.6_Uwal0.15_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.3,0.8,0.15,IntBlind,ExtStr,On,6.8815,0.193613,11.436288,13.027295,12.468501,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.3_Uwin0.8_Uwal0.15_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.6,0.2,0.8,1.6,None,None,On,6.882221,1.047606,9.977191,23.221671,18.154155,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.2_Uwin0.8_Uwal1.6_IntShdNone_ExtShdNone_DaylightCtrlOn_GH.png
0.95,0.3,1.6,0.26,None,ExtStr+Lvr,Off,6.883893,1.93609,8.460743,17.121588,12.119963,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin1.6_Uwal0.26_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.2,0.8,1.6,IntBlind,ExtStr,On,6.883944,1.282333,9.578755,12.841191,6.272127,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin0.8_Uwal1.6_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.95,0.3,0.8,0.15,None,ExtStr+Lvr,Off,6.885362,0.802927,10.400964,17.431762,11.424605,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin0.8_Uwal0.15_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.1,0.8,0.26,None,None,Off,6.889489,0.661306,10.650193,27.398677,9.789127,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin0.8_Uwal0.26_IntShdNone_ExtShdNone_DaylightCtrlOff_GH.png
0.8,0.1,1.2,0.15,None,None,Off,6.893668,1.127787,9.859656,27.543424,9.789127,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin1.2_Uwal0.15_IntShdNone_ExtShdNone_DaylightCtrlOff_GH.png
0.95,0.3,0.8,0.26,None,ExtStr+Lvr,Off,6.896756,0.813937,10.401621,17.204301,11.424605,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin0.8_Uwal0.26_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.1,0.8,1.6,IntBlind,None,On,6.898224,1.271207,9.6222,16.480562,4.450847,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.1_Uwin0.8_Uwal1.6_IntShdIntBlind_ExtShdNone_DaylightCtrlOn_GH.png
0.8,0.1,1.2,0.15,IntBlind,None,Off,6.900712,1.107503,9.906387,27.646816,8.901557,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin1.2_Uwal0.15_IntShdIntBlind_ExtShdNone_DaylightCtrlOff_GH.png
0.6,0.2,0.8,1.6,IntBlind,ExtStr,On,6.900717,1.110379,9.901478,18.341605,9.472413,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.2_Uwin0.8_Uwal1.6_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.4,0.3,1.2,0.26,None,None,On,6.902473,0.489962,10.965394,16.377171,24.060081,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.3_Uwin1.2_Uwal0.26_IntShdNone_ExtShdNone_DaylightCtrlOn_GH.png
0.8,0.1,0.8,0.26,IntBlind,None,Off,6.902549,0.651663,10.689015,27.70885,8.901557,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin0.8_Uwal0.26_IntShdIntBlind_ExtShdNone_DaylightCtrlOff_GH.png
0.8,0.2,1.2,0.9,None,None,On,6.903144,1.209494,9.736142,27.522746,24.205887,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.2_Uwin1.2_Uwal0.9_IntShdNone_ExtShdNone_DaylightCtrlOn_GH.png
0.8,0.4,1.6,1.6,IntBlind,ExtStr+Lvr,On,6.906752,1.941245,8.491016,15.777502,15.548614,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.4_Uwin1.6_Uwal1.6_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.3,0.8,0.26,IntBlind,ExtStr,On,6.906804,0.293351,11.309005,13.068652,12.468501,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.3_Uwin0.8_Uwal0.26_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.95,0.3,1.2,0.15,IntBlind,ExtStr+Lvr,Off,6.910361,1.367463,9.478355,17.224979,11.089291,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin1.2_Uwal0.15_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.4,1.2,0.9,None,ExtStr,On,6.910564,1.007535,10.094179,13.08933,21.221985,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.4_Uwin1.2_Uwal0.9_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.6,0.2,1.2,1.6,None,None,On,6.91151,1.400581,9.423689,23.242349,18.154155,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.2_Uwin1.2_Uwal1.6_IntShdNone_ExtShdNone_DaylightCtrlOn_GH.png
0.4,0.4,1.6,0.9,None,ExtStr+Lvr,Off,6.914956,1.310273,9.584007,10.463193,9.253037,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.4_Uwin1.6_Uwal0.9_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.95,0.3,1.2,0.26,IntBlind,ExtStr+Lvr,Off,6.916327,1.372161,9.480524,17.142266,11.089291,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin1.2_Uwal0.26_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.6,0.4,0.8,0.9,IntBlind,ExtStr+Lvr,On,6.918705,0.828262,10.414657,13.08933,12.573297,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.4_Uwin0.8_Uwal0.9_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.95,0.3,1.2,0.9,None,ExtStr+Lvr,Off,6.919317,1.433947,9.379983,17.183623,11.424605,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin1.2_Uwal0.9_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.2,0.8,0.9,None,None,On,6.920521,0.747701,10.555522,27.48139,24.205887,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.2_Uwin0.8_Uwal0.9_IntShdNone_ExtShdNone_DaylightCtrlOn_GH.png
0.6,0.2,1.6,1.6,None,ExtStr+Lvr,Off,6.923244,1.875577,8.631511,13.151365,4.487013,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.2_Uwin1.6_Uwal1.6_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.3,0.8,0.15,None,None,On,6.924676,0.171041,11.548714,16.335815,24.060081,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.3_Uwin0.8_Uwal0.15_IntShdNone_ExtShdNone_DaylightCtrlOn_GH.png
0.95,0.3,1.6,0.15,IntBlind,ExtStr+Lvr,Off,6.925174,1.917388,8.563313,17.121588,11.764239,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin1.6_Uwal0.15_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.4,1.6,0.9,IntBlind,ExtStr+Lvr,Off,6.927308,1.311186,9.60357,10.297767,9.186106,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.4_Uwin1.6_Uwal0.9_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.6,0.3,1.6,0.9,None,ExtStr+Lvr,Off,6.930995,1.565888,9.174334,13.275434,8.879746,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.3_Uwin1.6_Uwal0.9_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.1,1.2,0.26,None,None,Off,6.9316,1.160364,9.868814,27.564103,9.789127,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin1.2_Uwal0.26_IntShdNone_ExtShdNone_DaylightCtrlOff_GH.png
0.95,0.3,1.6,0.26,IntBlind,ExtStr+Lvr,Off,6.932338,1.922166,8.567393,17.266336,11.764239,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin1.6_Uwal0.26_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.95,0.3,1.6,0.9,None,ExtStr+Lvr,Off,6.93281,1.973277,8.4808,17.245658,12.119963,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin1.6_Uwal0.9_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.95,0.3,0.8,0.15,IntBlind,ExtStr+Lvr,Off,6.934592,0.784814,10.516121,17.555831,11.089291,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin0.8_Uwal0.15_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.3,1.2,0.9,None,ExtStr,On,6.935035,1.193313,9.818344,23.366419,28.067722,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.3_Uwin1.2_Uwal0.9_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.6,0.3,1.2,1.6,None,ExtStr,On,6.936328,1.408891,9.451917,18.486352,21.083558,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.3_Uwin1.2_Uwal1.6_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.95,0.3,0.8,0.9,None,ExtStr+Lvr,Off,6.936947,0.852474,10.40445,17.287014,11.424605,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin0.8_Uwal0.9_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.2,1.2,0.9,None,ExtStr,Off,6.938106,1.082831,10.012521,13.110008,7.020222,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin1.2_Uwal0.9_IntShdNone_ExtShdExtStr_DaylightCtrlOff_GH.png
0.8,0.1,1.2,0.26,IntBlind,None,Off,6.938243,1.139193,9.916375,27.460711,8.901557,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin1.2_Uwal0.26_IntShdIntBlind_ExtShdNone_DaylightCtrlOff_GH.png
0.6,0.2,1.6,0.15,IntBlind,None,On,6.940342,1.0397,10.090097,23.449132,17.703333,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.2_Uwin1.6_Uwal0.15_IntShdIntBlind_ExtShdNone_DaylightCtrlOn_GH.png
0.4,0.2,0.8,0.9,None,ExtStr,Off,6.94074,0.847426,10.419567,13.047974,7.020222,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin0.8_Uwal0.9_IntShdNone_ExtShdExtStr_DaylightCtrlOff_GH.png
0.6,0.3,0.8,1.6,None,ExtStr,On,6.941962,1.051143,10.073301,18.548387,21.083558,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.3_Uwin0.8_Uwal1.6_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.4,0.2,1.2,1.6,IntBlind,ExtStr,On,6.941973,1.538572,9.239815,12.882548,6.272127,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin1.2_Uwal1.6_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.95,0.3,0.8,0.26,IntBlind,ExtStr+Lvr,Off,6.94255,0.792696,10.516251,17.245658,11.089291,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin0.8_Uwal0.26_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.2,0.8,0.9,IntBlind,ExtStr,Off,6.943174,0.844681,10.428423,12.965261,6.272127,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin0.8_Uwal0.9_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOff_GH.png
0.6,0.2,1.6,1.6,IntBlind,ExtStr+Lvr,Off,6.945058,1.864866,8.687129,13.192721,4.433191,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.2_Uwin1.6_Uwal1.6_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.4,1.6,1.6,IntBlind,ExtStr+Lvr,On,6.94573,1.769254,8.851774,10.483871,9.186106,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.4_Uwin1.6_Uwal1.6_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.8,0.2,1.6,0.9,IntBlind,ExtStr,On,6.946421,1.766931,8.856927,23.325062,13.423081,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.2_Uwin1.6_Uwal0.9_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.6,0.4,1.6,0.26,None,ExtStr+Lvr,Off,6.946567,1.200309,9.826101,13.234078,13.270133,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.4_Uwin1.6_Uwal0.26_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.3,1.6,0.9,None,ExtStr+Lvr,Off,6.947185,1.78836,8.82159,15.963606,10.660177,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.3_Uwin1.6_Uwal0.9_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.6,0.4,1.6,0.15,None,ExtStr,On,6.948439,1.005687,10.162105,18.382961,33.362181,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.4_Uwin1.6_Uwal0.15_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.6,0.4,1.6,0.26,IntBlind,ExtStr+Lvr,Off,6.949457,1.180126,9.865556,13.234078,13.110958,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.4_Uwin1.6_Uwal0.26_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.2,0.8,1.6,IntBlind,ExtStr,On,6.95005,0.959016,10.244667,23.325062,12.605512,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.2_Uwin0.8_Uwal1.6_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.4,0.2,1.2,0.9,IntBlind,ExtStr,Off,6.950388,1.086133,10.027876,12.985939,6.272127,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin1.2_Uwal0.9_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOff_GH.png
0.4,0.1,1.2,1.6,IntBlind,None,On,6.951192,1.512039,9.300952,16.418528,4.450847,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.1_Uwin1.2_Uwal1.6_IntShdIntBlind_ExtShdNone_DaylightCtrlOn_GH.png
0.95,0.2,1.2,0.15,IntBlind,ExtStr,On,6.952274,1.322675,9.626614,24.813896,15.416502,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.2_Uwin1.2_Uwal0.15_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.4,0.2,0.8,1.6,None,None,On,6.952775,1.207342,9.824689,16.418528,12.103129,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin0.8_Uwal1.6_IntShdNone_ExtShdNone_DaylightCtrlOn_GH.png
0.8,0.3,1.2,0.9,None,ExtStr+Lvr,Off,6.953514,1.319901,9.633479,16.108354,10.048571,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.3_Uwin1.2_Uwal0.9_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
