in:WWR,in:g,in:Uwin,in:Uwal,in:IntShd,in:ExtShd,in:DaylightCtrl,out:TEDI,out:HDI,out:CDI,out:DF%,out:SGI,img
0.6,0.1,1.6,1.6,None,None,On,5.979713,1.892544,6.98906,23.407775,7.824048,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.1_Uwin1.6_Uwal1.6_IntShdNone_ExtShdNone_DaylightCtrlOn_GH.png
0.95,0.1,1.2,0.26,IntBlind,None,On,5.981206,1.423211,7.79417,30.169562,10.570761,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.1_Uwin1.2_Uwal0.26_IntShdIntBlind_ExtShdNone_DaylightCtrlOn_GH.png
0.95,0.3,1.6,0.26,None,ExtStr+Lvr,On,5.981683,2.000199,6.808337,17.45244,12.119963,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin1.6_Uwal0.26_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.2,1.2,0.26,None,None,On,5.984569,0.54322,9.304706,16.294458,12.103129,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin1.2_Uwal0.26_IntShdNone_ExtShdNone_DaylightCtrlOn_GH.png
0.8,0.4,0.8,1.6,None,ExtStr+Lvr,On,5.985754,0.986831,8.548159,15.901572,15.277556,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.4_Uwin0.8_Uwal1.6_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.1,0.8,0.15,None,ExtStr,Off,5.994755,0.252115,9.819914,13.006617,2.839055,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.1_Uwin0.8_Uwal0.15_IntShdNone_ExtShdExtStr_DaylightCtrlOff_GH.png
0.8,0.2,1.2,0.9,IntBlind,ExtStr+Lvr,On,5.995359,1.411795,7.837895,16.004963,4.933526,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.2_Uwin1.2_Uwal0.9_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.3,1.6,0.26,IntBlind,ExtStr+Lvr,On,5.999025,0.82093,8.854543,10.38048,6.146909,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.3_Uwin1.6_Uwal0.26_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.8,0.2,0.8,1.6,None,ExtStr,On,6.00358,0.975521,8.597982,23.180314,14.119123,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.2_Uwin0.8_Uwal1.6_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.6,0.2,1.2,0.9,None,ExtStr,On,6.004248,1.213847,8.191586,18.527709,10.605825,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.2_Uwin1.2_Uwal0.9_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.8,0.1,0.8,0.9,IntBlind,None,On,6.004908,0.869042,8.782331,27.646816,8.901557,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin0.8_Uwal0.9_IntShdIntBlind_ExtShdNone_DaylightCtrlOn_GH.png
0.4,0.2,0.8,0.26,None,None,On,6.00519,0.301453,9.75339,16.315136,12.103129,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin0.8_Uwal0.26_IntShdNone_ExtShdNone_DaylightCtrlOn_GH.png
0.6,0.3,0.8,1.6,None,ExtStr+Lvr,On,6.005412,1.160142,8.28541,13.378825,8.370289,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.3_Uwin0.8_Uwal1.6_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.95,0.2,1.6,0.9,IntBlind,ExtStr+Lvr,On,6.00626,2.059325,6.749259,17.287014,5.944572,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.2_Uwin1.6_Uwal0.9_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.1,0.8,0.15,IntBlind,ExtStr,Off,6.006285,0.24898,9.844991,13.068652,2.536517,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.1_Uwin0.8_Uwal0.15_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOff_GH.png
0.95,0.3,1.2,1.6,None,ExtStr+Lvr,On,6.007643,1.512827,7.686134,17.204301,11.424605,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin1.2_Uwal1.6_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.8,0.1,1.6,0.15,None,ExtStr+Lvr,Off,6.010435,1.698923,7.372687,15.736146,2.178432,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin1.6_Uwal0.15_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.2,1.6,0.15,None,ExtStr+Lvr,Off,6.014804,0.723871,9.047495,10.339123,3.128717,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin1.6_Uwal0.15_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.95,0.1,1.2,0.9,None,ExtStr+Lvr,Off,6.016606,1.563938,7.614062,17.059553,2.324153,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.1_Uwin1.2_Uwal0.9_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.3,1.2,0.15,IntBlind,ExtStr+Lvr,On,6.020161,0.467187,9.495584,10.339123,5.794242,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.3_Uwin1.2_Uwal0.15_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.95,0.1,1.2,0.9,IntBlind,ExtStr+Lvr,Off,6.020536,1.526884,7.684145,17.245658,2.255939,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.1_Uwin1.2_Uwal0.9_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.1,1.6,0.26,IntBlind,None,On,6.020932,1.673766,7.433654,27.83292,9.546033,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin1.6_Uwal0.26_IntShdIntBlind_ExtShdNone_DaylightCtrlOn_GH.png
0.6,0.1,1.2,0.9,IntBlind,ExtStr,On,6.023437,1.287556,8.098356,18.403639,3.830748,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.1_Uwin1.2_Uwal0.9_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.8,0.1,1.6,0.15,IntBlind,ExtStr+Lvr,Off,6.025113,1.679278,7.431378,15.880893,2.126163,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin1.6_Uwal0.15_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.4,1.2,1.6,None,ExtStr+Lvr,On,6.026733,1.490727,7.75657,15.942928,15.277556,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.4_Uwin1.2_Uwal1.6_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.2,1.6,0.15,IntBlind,ExtStr+Lvr,Off,6.026744,0.714517,9.083909,10.277089,3.106086,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin1.6_Uwal0.15_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.4,0.8,0.9,None,ExtStr+Lvr,On,6.028313,0.869235,8.822023,10.421836,8.873584,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.4_Uwin0.8_Uwal0.9_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.4,1.2,0.9,None,ExtStr+Lvr,On,6.028746,1.114268,8.403757,10.235732,8.873584,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.4_Uwin1.2_Uwal0.9_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.95,0.2,0.8,0.15,None,ExtStr,On,6.030585,0.764549,9.004922,24.937965,17.282325,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.2_Uwin0.8_Uwal0.15_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.95,0.1,1.2,0.9,IntBlind,None,On,6.032055,1.464731,7.810123,29.921423,10.570761,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.1_Uwin1.2_Uwal0.9_IntShdIntBlind_ExtShdNone_DaylightCtrlOn_GH.png
0.95,0.2,0.8,0.26,None,ExtStr,On,6.03376,0.773271,8.995438,24.586435,17.282325,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.2_Uwin0.8_Uwal0.26_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.4,0.2,1.2,0.15,None,ExtStr+Lvr,Off,6.03473,0.503651,9.458145,10.359801,2.93596,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin1.2_Uwal0.15_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.95,0.3,1.6,0.9,None,ExtStr+Lvr,On,6.034986,2.042334,6.827435,17.183623,12.119963,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin1.6_Uwal0.9_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.2,1.2,0.15,IntBlind,ExtStr+Lvr,Off,6.035733,0.486698,9.48885,10.421836,2.914723,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin1.2_Uwal0.15_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.1,0.8,0.9,None,ExtStr+Lvr,Off,6.03681,0.942553,8.71118,15.715467,2.044221,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin0.8_Uwal0.9_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.4,1.6,1.6,None,ExtStr+Lvr,On,6.040392,1.978257,6.946252,15.942928,15.930857,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.4_Uwin1.6_Uwal1.6_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.1,0.8,0.26,None,ExtStr,Off,6.041114,0.350453,9.73103,13.110008,2.839055,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.1_Uwin0.8_Uwal0.26_IntShdNone_ExtShdExtStr_DaylightCtrlOff_GH.png
0.4,0.1,1.2,0.26,None,ExtStr,Off,6.045656,0.619089,9.27943,13.047974,2.839055,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.1_Uwin1.2_Uwal0.26_IntShdNone_ExtShdExtStr_DaylightCtrlOff_GH.png
0.95,0.2,1.6,1.6,IntBlind,ExtStr+Lvr,On,6.046194,2.088504,6.767649,17.307692,5.944572,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.2_Uwin1.6_Uwal1.6_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.1,0.8,0.26,IntBlind,ExtStr,Off,6.050913,0.346831,9.753981,13.047974,2.536517,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.1_Uwin0.8_Uwal0.26_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOff_GH.png
0.95,0.1,1.2,1.6,None,ExtStr+Lvr,Off,6.051072,1.587931,7.631971,17.162945,2.324153,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.1_Uwin1.2_Uwal1.6_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.1,1.2,0.26,IntBlind,ExtStr,Off,6.051509,0.60818,9.308093,13.172043,2.536517,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.1_Uwin1.2_Uwal0.26_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOff_GH.png
0.95,0.2,0.8,0.9,None,ExtStr,On,6.058291,0.82398,8.950672,24.669148,17.282325,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.2_Uwin0.8_Uwal0.9_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.8,0.1,1.2,1.6,IntBlind,ExtStr,On,6.060805,1.551499,7.710914,23.200993,5.097808,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin1.2_Uwal1.6_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.4,0.1,1.6,0.26,None,ExtStr,Off,6.061091,0.847362,8.915477,12.985939,3.023593,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.1_Uwin1.6_Uwal0.26_IntShdNone_ExtShdExtStr_DaylightCtrlOff_GH.png
0.95,0.1,1.6,0.15,IntBlind,ExtStr,On,6.062062,2.031485,6.892287,24.627792,6.638887,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.1_Uwin1.6_Uwal0.15_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.95,0.1,1.6,0.26,IntBlind,ExtStr,On,6.062469,2.03321,6.890034,24.896609,6.638887,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.1_Uwin1.6_Uwal0.26_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.4,0.1,0.8,0.9,IntBlind,ExtStr,On,6.063128,0.908778,8.81394,12.841191,2.536517,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.1_Uwin0.8_Uwal0.9_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.8,0.1,0.8,0.9,IntBlind,ExtStr+Lvr,Off,6.064936,0.927882,8.784362,15.901572,1.995172,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin0.8_Uwal0.9_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.1,1.6,0.26,IntBlind,ExtStr,Off,6.065272,0.83477,8.944158,12.861869,2.701008,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.1_Uwin1.6_Uwal0.26_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOff_GH.png
0.4,0.3,0.8,1.6,None,ExtStr+Lvr,On,6.065873,1.321258,8.113292,10.339123,5.83646,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.3_Uwin0.8_Uwal1.6_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.8,0.1,1.6,0.26,None,ExtStr+Lvr,Off,6.067057,1.746278,7.388532,15.839537,2.178432,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin1.6_Uwal0.26_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.95,0.3,1.6,1.6,None,ExtStr+Lvr,On,6.068178,2.065216,6.845065,17.369727,12.119963,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.3_Uwin1.6_Uwal1.6_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.95,0.1,1.2,1.6,IntBlind,ExtStr+Lvr,Off,6.068467,1.563735,7.703092,17.349049,2.255939,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.1_Uwin1.2_Uwal1.6_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.1,1.6,0.26,IntBlind,ExtStr+Lvr,Off,6.069661,1.7142,7.447838,15.963606,2.126163,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin1.6_Uwal0.26_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.6,0.4,1.6,0.9,None,ExtStr+Lvr,On,6.072231,1.58111,7.679817,13.296112,13.270133,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.4_Uwin1.6_Uwal0.9_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.95,0.2,1.2,0.15,None,ExtStr,On,6.074385,1.345368,8.08662,24.834574,17.282325,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.2_Uwin1.2_Uwal0.15_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.95,0.1,1.2,1.6,IntBlind,None,On,6.075983,1.498869,7.826864,30.107527,10.570761,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.1_Uwin1.2_Uwal1.6_IntShdIntBlind_ExtShdNone_DaylightCtrlOn_GH.png
0.6,0.3,1.2,1.6,None,ExtStr+Lvr,On,6.077306,1.548703,7.743911,13.234078,8.370289,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.3_Uwin1.2_Uwal1.6_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.95,0.2,1.2,0.26,None,ExtStr,On,6.078902,1.354423,8.07886,24.689826,17.282325,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.2_Uwin1.2_Uwal0.26_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.8,0.2,0.8,1.6,IntBlind,ExtStr+Lvr,On,6.079553,1.046364,8.606752,15.942928,4.933526,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.2_Uwin0.8_Uwal1.6_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.95,0.2,0.8,1.6,None,ExtStr,On,6.079635,0.8647,8.917539,24.855252,17.282325,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.2_Uwin0.8_Uwal1.6_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.4,0.2,0.8,0.15,None,ExtStr+Lvr,Off,6.080781,0.250503,9.969776,10.235732,2.93596,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin0.8_Uwal0.15_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.6,0.2,1.6,0.9,None,ExtStr,On,6.083688,1.574443,7.710809,18.693135,11.295405,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.2_Uwin1.6_Uwal0.9_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.4,0.3,1.2,0.15,None,ExtStr,On,6.084702,0.431048,9.667748,13.027295,13.955656,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.3_Uwin1.2_Uwal0.15_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.6,0.1,1.2,1.6,IntBlind,ExtStr+Lvr,On,6.085179,1.61667,7.64115,13.296112,1.682376,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.1_Uwin1.2_Uwal1.6_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.3,1.2,0.26,IntBlind,ExtStr+Lvr,On,6.087319,0.588065,9.403726,10.401158,5.794242,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.3_Uwin1.2_Uwal0.26_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.8,0.2,1.2,1.6,None,ExtStr,On,6.087691,1.472319,7.892287,23.11828,14.119123,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.2_Uwin1.2_Uwal1.6_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.6,0.3,1.6,1.6,None,ExtStr+Lvr,On,6.088852,1.90114,7.160988,13.275434,8.879746,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.3_Uwin1.6_Uwal1.6_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.6,0.3,1.6,0.15,IntBlind,ExtStr+Lvr,On,6.089106,1.155654,8.436202,13.047974,8.773234,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.3_Uwin1.6_Uwal0.15_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.3,0.8,0.15,IntBlind,ExtStr+Lvr,On,6.09224,0.2324,10.020327,10.525227,5.794242,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.3_Uwin0.8_Uwal0.15_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.2,0.8,0.15,IntBlind,ExtStr+Lvr,Off,6.09691,0.246832,10.003632,10.38048,2.914723,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin0.8_Uwal0.15_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.2,1.2,0.26,None,ExtStr+Lvr,Off,6.098191,0.616702,9.373346,10.38048,2.93596,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin1.2_Uwal0.26_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.1,1.6,0.9,IntBlind,ExtStr,On,6.098528,1.887177,7.201411,23.076923,5.428442,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin1.6_Uwal0.9_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.8,0.2,1.6,0.9,None,ExtStr,On,6.101012,1.789549,7.372601,23.242349,15.037021,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.2_Uwin1.6_Uwal0.9_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.4,0.2,1.6,0.26,None,ExtStr+Lvr,Off,6.104357,0.850184,8.984637,10.318445,3.128717,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin1.6_Uwal0.26_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.6,0.2,0.8,0.9,IntBlind,ExtStr+Lvr,On,6.105289,0.898193,8.904135,13.110008,4.160066,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.2_Uwin0.8_Uwal0.9_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.2,1.2,0.26,IntBlind,ExtStr+Lvr,Off,6.105943,0.603869,9.408546,10.235732,2.914723,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin1.2_Uwal0.26_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.1,1.2,0.9,IntBlind,ExtStr,On,6.107807,1.155401,8.468615,12.965261,2.536517,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.1_Uwin1.2_Uwal0.9_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.95,0.2,1.2,0.9,None,ExtStr,On,6.108162,1.399525,8.05177,24.834574,17.282325,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.2_Uwin1.2_Uwal0.9_IntShdNone_ExtShdExtStr_DaylightCtrlOn_GH.png
0.4,0.2,1.6,0.26,IntBlind,ExtStr+Lvr,Off,6.110002,0.834461,9.021175,10.194376,3.106086,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin1.6_Uwal0.26_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.95,0.1,1.6,0.9,IntBlind,ExtStr,On,6.110124,2.087357,6.878933,25,6.638887,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.95_g0.1_Uwin1.6_Uwal0.9_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.6,0.1,1.6,0.9,IntBlind,ExtStr,On,6.112712,1.636738,7.653915,18.465674,4.079233,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.1_Uwin1.6_Uwal0.9_IntShdIntBlind_ExtShdExtStr_DaylightCtrlOn_GH.png
0.8,0.1,1.2,0.9,None,ExtStr+Lvr,Off,6.116722,1.436357,8.003423,15.777502,2.044221,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin1.2_Uwal0.9_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.8,0.1,1.2,0.9,IntBlind,None,On,6.118533,1.365351,8.127941,27.460711,8.901557,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.8_g0.1_Uwin1.2_Uwal0.9_IntShdIntBlind_ExtShdNone_DaylightCtrlOn_GH.png
0.4,0.2,0.8,0.26,None,ExtStr+Lvr,Off,6.121394,0.351235,9.866972,10.297767,2.93596,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin0.8_Uwal0.26_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOff_GH.png
0.4,0.3,0.8,0.26,IntBlind,ExtStr+Lvr,On,6.129,0.333294,9.910656,10.38048,5.794242,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.3_Uwin0.8_Uwal0.26_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.6,0.4,1.2,0.9,None,ExtStr+Lvr,On,6.129165,1.209897,8.411948,13.172043,12.725945,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.6_g0.4_Uwin1.2_Uwal0.9_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.2,0.8,0.9,IntBlind,ExtStr+Lvr,On,6.130447,0.908334,8.929813,10.38048,2.914723,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.2_Uwin0.8_Uwal0.9_IntShdIntBlind_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
0.4,0.3,1.6,1.6,None,ExtStr+Lvr,On,6.130749,1.813762,7.382048,10.421836,6.191696,https://ricktitulaer.github.io/Parameterspace/design_explorer_data/officeNW/WWR0.4_g0.3_Uwin1.6_Uwal1.6_IntShdNone_ExtShdExtStr+Lvr_DaylightCtrlOn_GH.png
